ID,Intitulé emploi,ROME lib niveau 1,ROME lib niveau 2,Code ROME,Intitulé ROME,,,,,Type de contrat,Niveau emploi,Type employeur,Secteur d'activité,Effectifs de l'entreprise,,,Salaire,,Mode d'obtention,Durée d'accès,Année_diplôme,Code diplôme,Composante,Mention,Spécialité,,Filière_diplôme
9822,chargé d'affaires,INDUSTRIE,Affaires et support technique client,H1102,Management et ingénierie d'affaires,,,,,"CDD (hors contrats spécifiques au doctorat et y compris saisonnier, contractuel de la fonction publique, ATER, assistant(e) d'éducation)",Personnel de catégorie A de la fonction publique,"La fonction publique (d'Etat, territoriale ou hospitalière)",Administration publique (hors enseignement),500 et plus,,,1500 à 2000,,À la suite d un stage ou d un contrat en alternance,,2012,2210694,IDPD,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN","SECURITE INTERNATIONALE, DEFENSE, INTELLIGENCE ECONOMIQUE",,
9823,Risk manager,,,,,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Activités financières et d'assurance,500 et plus,,,2000 à 2500,,À la suite d un stage ou d un contrat en alternance,,2012,2202160,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
9824,,,,,,,,,,,,,,,,,,,,,2012,2210326,DROIT,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",GESTION JURIDIQUE DES RISQUES ET DEVELOPPEMENT DURABLE,,
9825,psychologue,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDI,,Un organisme à but non lucratif ou une association,Santé humaine et action sociale,de 50 à 199,,,2500 et plus,,Candidature spontanée,,2012,2211473,LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUE DU LIEN SOCIAL, DES SITUATIONS DE CRISE ET DES TRAUMATI",,
9826,,,,,,,,,,,,,,,,,,,,,2012,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,
9827,,,,,,,,,,,,,,,,,,,,,2012,2225479,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES ET INTERACTIONS",INGENIERIE MATHEMATIQUES,,
9828,,,,,,,,,,,,,,,,,,,,,2012,2224824,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",RECHERCHE EN SCIENCES DE GESTION,,
9829,Consultant SAP Sybase,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Activités financières et d'assurance,500 et plus,,,2500 et plus,,Candidature spontanée,,2012,2202160,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
9830,,,,,,,,,,,,,,,,,,,,,2012,2225246,LASH,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
9831,Ingénieure Opérations,INDUSTRIE,Méthodes et gestion industrielles,H1402,Management et ingénierie méthodes et industrialisation,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,de 200 à 499,,,2500 et plus,,Candidature spontanée,,2012,2202054,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,,
9832,directrice régionale retail,,,,,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Commerce, transports, hébergement et restauration",de 10 à 49,,,2500 et plus,,Réseau de relations professionnelles,,2012,2211470,LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,
9833,Conseiller clientèle en logistique et transport,"COMMERCE, VENTE ET GRANDE DISTRIBUTION",Force de vente,D1402,Relation commerciale grands comptes et entreprises,,,,,Intérimaire,"Employé de bureau, de commerce, personnel de service",Une entreprise privée,"Commerce, transports, hébergement et restauration",de 3 à 9,,,1500 à 2000,,Candidature spontanée,,2012,2202054,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,,
9834,responsable communication,"COMMUNICATION, MEDIA ET MULTIMEDIA",Edition et communication,E1103,Communication,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Enseignement,de 50 à 199,,,1000 à 1500,,Candidature spontanée,,2012,2224824,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",RECHERCHE EN SCIENCES DE GESTION,,
9835,Ingénieur validation,INDUSTRIE,Qualité et analyses industrielles,H1502,Management et ingénierie qualité industrielle,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Activités spécialisées, scientifiques et techniques",500 et plus,,,,,"Dépôt de CV sur Internet (CV thèque, site personnel, réseaux sociaux)",,2012,2202176,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
9836,gérant,SUPPORT À L'ENTREPRISE,Direction d'entreprise,M1302,Direction de petite ou moyenne entreprise,,,,,"Profession libérale, indépendant, chef d'entreprise, auto-entrepreneur","Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Un particulier,Autres activités de service,de 3 à 9,,,1000 à 1500,,Création ou reprise d entreprise,,2012,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,
9837,,,,,,,,,,,,,,,,,,,,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9838,Environmental Data Scientist - Biology Modeling,,,,,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 200 à 499,,,2500 et plus,,"Réseau de relations personnelles, familiales...",,2012,2221043,Esp. Cult.,SCIENCES HUMAINES ET SOCIALES : SCIENCES GEOGRAPHIQUES,STRUCTURE ET DYNAMIQUE SPATIALE (SDS),,
9839,,,,,,,,,,,,,,,,,,,,,2012,2225246,LASH,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
9840,,,,,,,,,,,,,,,,,,,,,2012,2211177,LASH,"ARTS, LETTRES, LANGUES  : INFORMATION ET COMMUNICATION","EVENEMENTIEL, MEDIATION ET INGENIERIE DE LA CULTURE : MUSEOLOGIE, ARTS ACTUELS ET PATRIMOINE (EMIC)",,
9841,Professeur des ecoles,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2106,Enseignement des écoles,,,,,Fonctionnaire (y compris fonctionnaire stagiaire ou élève fonctionnaire),Personnel de catégorie A de la fonction publique,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,de 10 à 49,,,1500 à 2000,,Réussite d un concours administratif,,2012,2210679,DROIT,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",METIERS DE L'ADMINISTRATION ET DES ORGANISATIONS PUBLIQUES,,
9842,,,,,,,,,,,,,,,,,,,,,2012,2202176,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
9843,,,,,,,,,,,,,,,,,,,,,2012,2211471,LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT,,
9844,Professeur des écoles,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2106,Enseignement des écoles,,,,,Fonctionnaire (y compris fonctionnaire stagiaire ou élève fonctionnaire),Personnel de catégorie A de la fonction publique,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,500 et plus,,,1500 à 2000,,Réussite d un concours administratif,,2012,2216031,IUFM,"SCIENCES HUMAINES ET SOCIALES : ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)",ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF,,
9845,,,,,,,,,,,,,,,,,,,,,2012,2220499,IDPD,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",GOUVERNANCE ET FINANCEMENT DU DEVELOPPEMENT,,
9846,Chargée d'études marketing quantitatives,SUPPORT À L'ENTREPRISE,"Stratégie commerciale, marketing et supervision des ventes",M1705,Marketing,,,,,"CDD (hors contrats spécifiques au doctorat et y compris saisonnier, contractuel de la fonction publique, ATER, assistant(e) d'éducation)","Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,,,,2000 à 2500,,"Réponse à une offre d emploi (Internet, courrier)",,2012,2210335,IAE,ADMINISTRATION DES AFFAIRES : MARKETING ET STRATEGIE,MARKETING : ETUDES DES MARCHES ET COMMERCIALISATION,,
9847,Assistante d'éducation,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2104,Éducation et surveillance au sein d'établissements d'enseignement,,,,,Autre,"Employé de bureau, de commerce, personnel de service","La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,,,,Moins de 1000,,"Réseau de relations tissé durant vos études (enseignants, associations d’étudiants …)",,2012,2216031,IUFM,"SCIENCES HUMAINES ET SOCIALES : ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)",ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF,,
9848,,,,,,,,,,,,,,,,,,,,,2012,2211483,Esp. Cult.,SCIENCES DE L'HOMME ET DE LA SOCIETE : SCIENCES GEOGRAPHIQUES,GESTION DES AMENAGEMENTS TOURISTIQUES ET HOTELIERS,,
9849,,,,,,,,,,,,,,,,,,,,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9850,,,,,,,,,,,,,,,,,,,,,2012,2202075,POLYTECH,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,
9851,,,,,,,,,,,,,,,,,,,,,2012,2202054,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,,
9852,,,,,,,,,,,,,,,,,,,,,2012,2220552,ISEM,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DE L'ORGANISATION ET DE LA CONNAISSANCESTION DE LA CONNAISSANCE",ECONOMIE ET MANAGEMENT DE L'INNOVATION ET DE LA  CONNAISSANCE,,
9853,,,,,,,,,,,,,,,,,,,,,2012,2214693,IDPD,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",DROIT ET PRATIQUES DES AFFAIRES INTERNATIONALES,,
9854,,,,,,,,,,,,,,,,,,,,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9855,,,,,,,,,,,,,,,,,,,,,2012,2210677,DROIT,"DROIT, ECONOMIE, GESTION : DROIT PRIVE",GESTION DES CONTENTIEUX PRIVES,,
9856,,,,,,,,,,,,,,,,,,,,,2012,2214342,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",ADMINISTRATION DES ENTREPRISES,,
9857,IDE Infirmier libéral,SANTE,Soins paramédicaux,J1506,Soins infirmiers généralistes,,,,,"Profession libérale, indépendant, chef d'entreprise, auto-entrepreneur","Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Vous-même,Santé humaine et action sociale,Pas de salarié,,,,,Candidature spontanée,,2012,2214342,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",ADMINISTRATION DES ENTREPRISES,,
9858,,,,,,,,,,,,,,,,,,,,,2012,2202075,POLYTECH,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,
9859,,,,,,,,,,,,,,,,,,,,,2012,2212304,SCIENCES,"SCIENCES, TECHNOLOGIES ET SANTE : CHIMIE",FORMULATION-QUALITE (FOQUAL),,
9860,Ingénieur développement mobile,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Commerce, transports, hébergement et restauration",de 3 à 9,,,2000 à 2500,,"Pôle Emploi, APEC, AFIJ, mission locale",,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9861,PROFESSEUR CERTIFIE DE SVT,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2107,Enseignement général du second degré,,,,,Fonctionnaire (y compris fonctionnaire stagiaire ou élève fonctionnaire),,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,,,,2000 à 2500,,Réussite d un concours administratif,,2012,2216140,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",METIERS DE L'ENSEIGNEMENT EN SCIENCES DE LA VIE ET DE LA TERRE,,
9862,,,,,,,,,,,,,,,,,,,,,2012,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,
9863,Consultant spécialisé en réseau télécommunication,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,500 et plus,,,2500 et plus,,À la suite d un stage ou d un contrat en alternance,,2012,2202176,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTIONS DES ENTREPRISES (MIAGE)",NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS,,
9864,,,,,,,,,,,,,,,,,,,,,2012,2214934,LASH,SCIENCES HUMAINES ET SOCIALES : ANTHROPOLOGIE SOCIALE ET COGNITIVE : NATURE ET FORMES DE LA COOPERATION,,,
9865,Enseignant de l'université.,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2108,Enseignement supérieur,,,,,Fonctionnaire (y compris fonctionnaire stagiaire ou élève fonctionnaire),Personnel de catégorie A de la fonction publique,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,de 200 à 499,,,2500 et plus,,"Dépôt de CV sur Internet (CV thèque, site personnel, réseaux sociaux)",,2012,2215138,POLYTECH,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",GESTION DE PROJETS HYDRO-TECHNOLOGIQUES ET ENVIRONNEMENTAUX : HYDROPROTECH,,
9866,Responsable Comptabilité / Trésorerie.,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1203,Comptabilité,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Industries (manufacturières, extractives et autres)",de 50 à 199,,,,,,,2012,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,
9867,,,,,,,,,,,,,,,,,,,,,2012,2201859,LASH,SCIENCES HUMAINES ET SOCIALES : DIDACTIQUE DES LANGUES ET DES DISCIPLINES,"FLESM, DIDACTIQUE DU FRANCAIS LANGUE ETRANGERE, SECONDE ET MATERNELLE",,
9868,,,,,,,,,,,,,,,,,,,,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9869,Consultant CRM,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,500 et plus,,,2500 et plus,,"Réseau de relations personnelles, familiales...",,2012,2202160,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)",SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS),,
9870,,,,,,,,,,,,,,,,,,,,,2012,2202054,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE",TELECOMMUNICATIONS ET SYSTEMES MICROELECTRONIQUES,,
9871,,,,,,,,,,,,,,,,,,,,,2012,2210694,IDPD,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN","SECURITE INTERNATIONALE, DEFENSE, INTELLIGENCE ECONOMIQUE",,
9872,ingénieur système d'information des ressources humaine,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1806,Expertise et support technique en systèmes d'information,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,,,"Dépôt de CV sur Internet (CV thèque, site personnel, réseaux sociaux)",,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9873,Psychologue - Neuropsychologue,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Santé humaine et action sociale,de 50 à 199,,,1500 à 2000,,"Pôle Emploi, APEC, AFIJ, mission locale",,2012,2211471,LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT,,
9874,,,,,,,,,,,,,,,,,,,,,2012,2221714,SCIENCES,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, IMMUNITE ET DEVELOPPEMENT ANIMAL OU VEGETAL",,
9875,,,,,,,,,,,,,,,,,,,,,2012,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,
9876,,,,,,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Santé humaine et action sociale,de 50 à 199,,,,,Réseau de relations professionnelles,,2012,2212305,MEDECINE,"SCIENCES, TECHNOLOGIES ET SANTE : INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE",MANAGEMENT DE LA QUALITE ET DES RISQUES,,
9877,Software Developer,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,"Profession libérale, indépendant, chef d'entreprise, auto-entrepreneur","Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,500 et plus,,,,,"Dépôt de CV sur Internet (CV thèque, site personnel, réseaux sociaux)",,2012,2202075,POLYTECH,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,
9878,,,,,,,,,,,,,,,,,,,,,2012,2210335,IAE,ADMINISTRATION DES AFFAIRES : MARKETING ET STRATEGIE,MARKETING : ETUDES DES MARCHES ET COMMERCIALISATION,,
9879,Professeur de français (en Angleterre),SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2107,Enseignement général du second degré,,,,,CDI,,Une entreprise privée,Enseignement,de 50 à 199,,,2000 à 2500,,Candidature spontanée,,2012,2201859,LASH,SCIENCES HUMAINES ET SOCIALES : DIDACTIQUE DES LANGUES ET DES DISCIPLINES,"FLESM, DIDACTIQUE DU FRANCAIS LANGUE ETRANGERE, SECONDE ET MATERNELLE",,
9880,Ingénieur d’étude et développement informatique ,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,Information et communication,500 et plus,,,2000 à 2500,,Cabinet de recrutement,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9881,Centrale Laitière / Danone,,,,,,,,,Contrat de professionnalisation,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,2000 à 2500,,Réseau de relations professionnelles,,2012,2202087,SCIENCES,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)",,
9882,Ingénieur projet,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1803,Direction des systèmes d'information,,,,,CDI,"Ingénieur, cadre, professions libérales, professions intellectuelles supérieures",Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 10 à 49,,,2000 à 2500,,Candidature spontanée,,2012,2214342,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",ADMINISTRATION DES ENTREPRISES,,
